1AAJn.0.1 N- ----NSF- Ἀποκάλυψις Ἀποκάλυψις ἀποκάλυψις ἀποκάλυψις grc RWB
1AAJn.1.3 RP 2---GS-- σου σου σου σύ grc RWB
1AAJn.1.3 V- -AMN---- γενέσθαι, γενέσθαι γενέσθαι γίνομαι grc RWB
1AAJn.1.3 V- 2AAD-S-- ἄκουσον ἄκουσον ἄκουσον ἀκούω grc RWB
1AAJn.1.3 RA ----GSF- τῆς τῆς τῆς ὁ grc RWB
1AAJn.1.3 N- ----GSF- φωνῆς φωνῆς φωνῆς φωνή grc RWB
1AAJn.1.3 RP 1---GS-- μου μου μου ἐγώ grc RWB
1AAJn.1.3 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.1.3 V- 2AAD-S-- δίδαξόν δίδαξόν δίδαξον διδάσκω grc RWB
1AAJn.1.3 RP 1---AS-- με με με ἐγώ grc RWB
1AAJn.1.3 P- -------- περὶ περὶ περί περί grc RWB
1AAJn.1.3 RA ----GSF- τῆς τῆς τῆς ὁ grc RWB
1AAJn.1.3 N- ----GSF- ἐλεύσεώς ἐλεύσεώς ἐλεύσεως ἔλευσις grc RWB
1AAJn.1.3 RP 2---GS-- σου· σου σου σύ grc RWB
1AAJn.1.4 C- -------- ὅταν ὅταν ὅταν ὅταν grc RWB
1AAJn.1.4 V- 2PAS-S-- μέλλῃς μέλλῃς μέλλῃς μέλλω grc RWB
1AAJn.1.4 V- -PUN---- ἔρχεσθαι ἔρχεσθαι ἔρχεσθαι ἔρχομαι grc RWB
1AAJn.1.4 P- -------- ἐπὶ ἐπὶ ἐπί ἐπί grc RWB
1AAJn.1.4 RA ----GSF- τῆς τῆς τῆς ὁ grc RWB
1AAJn.1.4 N- ----GSF- γῆς, γῆς γῆς γῆ grc RWB
1AAJn.1.4 RI ----ASN- τί τί τί τίς grc RWB
1AAJn.1.4 V- 3PAI-S-- μέλλει μέλλει μέλλει μέλλω grc RWB
1AAJn.1.4 V- -AMN---- γενέσθαι; γενέσθαι γενέσθαι γίνομαι grc RWB
1AAJn.1.4 RA ----NSM- ὁ ὁ ὁ ὁ grc RWB
1AAJn.1.4 N- ----NSM- οὐρανὸς οὐρανὸς οὐρανός οὐρανός grc RWB
1AAJn.1.4 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.1.4 RA ----NSF- ἡ ἡ ἡ ὁ grc RWB
1AAJn.1.4 N- ----NSF- γῆ γῆ γῆ γῆ grc RWB
1AAJn.1.4 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.1.4 RA ----NSM- ὁ ὁ ὁ ὁ grc RWB
1AAJn.1.4 N- ----NSM- ἥλιος ἥλιος ἥλιος ἥλιος grc RWB
1AAJn.1.4 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.1.4 RA ----NSF- ἡ ἡ ἡ ὁ grc RWB
1AAJn.1.4 N- ----NSF- σελήνη σελήνη σελήνη σελήνη grc RWB
1AAJn.1.4 RI ----ASN- τί τί τί τίς grc RWB
1AAJn.1.4 V- 3PAI-P-- μέλλουσι μέλλουσι μέλλουσι μέλλω grc RWB
1AAJn.1.4 V- -AMN---- γενέσθαι γενέσθαι γενέσθαι γίνομαι grc RWB
1AAJn.1.4 P- -------- ἐν ἐν ἐν ἐν grc RWB
1AAJn.1.4 RA ----DPM- τοῖς τοῖς τοῖς ὁ grc RWB
1AAJn.1.4 N- ----DPM- καιροῖς καιροῖς καιροῖς καιρός grc RWB
1AAJn.1.4 RD ----DPM- ἐκείνοις; ἐκείνοις ἐκείνοις ἐκεῖνος grc RWB
1AAJn.1.5 V- 2AAD-S-- ἀποκάλυψόν ἀποκάλυψόν ἀποκάλυψον ἀποκαλύπτω grc RWB
1AAJn.1.5 RP 1---DS-- μοι μοι μοι ἐγώ grc RWB
1AAJn.1.5 A- ----APN- πάντα. πάντα πάντα πᾶς grc RWB
1AAJn.1.5 V- 1PAI-S-- θαρρῶ θαρρῶ θαρρῶ θαρρέω grc RWB
1AAJn.1.5 C- -------- γάρ γάρ γάρ γάρ grc RWB
1AAJn.1.5 C- -------- ὅτι ὅτι ὅτι ὅτι grc RWB
1AAJn.1.5 V- 2PAI-S-- ὑπακούεις ὑπακούεις ὑπακούεις ὑπακούω grc RWB
1AAJn.1.5 RA ----DSM- τῷ τῷ τῷ ὁ grc RWB
1AAJn.1.5 N- ----DSM- δούλῳ δούλῳ δούλῳ δοῦλος grc RWB
1AAJn.1.5 RP 2---GS-- σου. σου σου σύ grc RWB
1AAJn.2.1 C- -------- Καὶ Καὶ καί καί grc RWB
1AAJn.2.1 V- 1AAI-S-- ἐποίησα ἐποίησα ἐποίησα ποιέω grc RWB
1AAJn.2.1 N- ----APF- ἡμέρας ἡμέρας ἡμέρας ἡμέρα grc RWB
1AAJn.2.1 NU -------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά grc RWB
1AAJn.2.1 V- -PUPNSM- προσευχόμενος, προσευχόμενος προσευχόμενος προσεύχομαι grc RWB
1AAJn.2.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.2.1 P- -------- μετὰ μετὰ μετά μετά grc RWB
1AAJn.2.1 RD ----APN- ταῦτα ταῦτα ταῦτα οὗτος grc RWB
1AAJn.2.1 N- ----NSF- νεφέλη νεφέλη νεφέλη νεφέλη grc RWB
1AAJn.2.1 A- ----NSF- φωτεινὴ φωτεινὴ φωτεινή φωτεινός grc RWB
1AAJn.2.1 V- 3AAI-S-- ἥρπασέν ἥρπασέν ἥρπασεν ἁρπάζω grc RWB
1AAJn.2.1 RP 1---AS-- με με με ἐγώ grc RWB
1AAJn.2.1 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό grc RWB
1AAJn.2.1 RA ----GSM- τοῦ τοῦ τοῦ ὁ grc RWB
1AAJn.2.1 N- ----GSN- ὄρους ὄρους ὄρους ὄρος grc RWB
1AAJn.2.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.2.1 V- 3AAI-S-- ἔστησέ ἔστησέ ἔστησε ἵστημι grc RWB
1AAJn.2.1 RP 1---AS-- με με με ἐγώ grc RWB
1AAJn.2.1 P- -------- πρὸ πρὸ πρό πρό grc RWB
1AAJn.2.1 N- ----GSN- προσώπου προσώπου προσώπου πρόσωπον grc RWB
1AAJn.2.1 RA ----GSM- τοῦ τοῦ τοῦ ὁ grc RWB
1AAJn.2.1 N- ----GSM- οὐρανοῦ, οὐρανοῦ οὐρανοῦ οὐρανός grc RWB
1AAJn.2.2 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.2.2 V- 1AAI-S-- ἥκουσα ἥκουσα ἥκουσα ἀκούω grc RWB
1AAJn.2.2 N- ----GSF- φωνῆς φωνῆς φωνῆς φωνή grc RWB
1AAJn.2.2 V- -PAPGSF- λεγούσης λεγούσης λεγούσης λέγω grc RWB
1AAJn.2.2 RP 1---DS-- μοι· μοι μοι ἐγώ grc RWB
1AAJn.2.2 V- 2AAD-S-- ἀνάβλεψον, ἀνάβλεψον ἀνάβλεψον ἀναβλέπω grc RWB
1AAJn.2.2 N- ----VSM- δοῦλε δοῦλε δοῦλε δοῦλος grc RWB
1AAJn.2.2 RA ----GSM- τοῦ τοῦ τοῦ ὁ grc RWB
1AAJn.2.2 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός grc RWB
1AAJn.2.2 N- ----VSM- Ἰωάννη, Ἰωάννη ἰωάννη Ἰωάννης grc RWB
1AAJn.2.2 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.2.2 V- 2AAD-S-- γνῶθι. γνῶθι γνῶθι γινώσκω grc RWB
1AAJn.2.3 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.2.3 V- -AAPNSM- ἀναβλέψας ἀναβλέψας ἀναβλέψας ἀναβλέπω grc RWB
1AAJn.2.3 V- 1AAI-S-- εἶδον εἶδον εἶδον εἶδον grc RWB
1AAJn.2.3 V- -XAPASM- ἀνεῳγότα ἀνεῳγότα ἀνεῳγότα ἀνοίγω grc RWB
1AAJn.2.3 RA ----ASM- τὸν τὸν τόν ὁ grc RWB
1AAJn.2.3 N- ----ASM- οὐρανόν, οὐρανόν οὐρανόν οὐρανός grc RWB
1AAJn.2.3 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.2.3 V- 3IUI-S-- ἐξήρχετο ἐξήρχετο ἐξήρχετο ἐξέρχομαι grc RWB
1AAJn.2.3 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό grc RWB
1AAJn.2.3 RA ----GPM- τῶν τῶν τῶν ὁ grc RWB
1AAJn.2.3 D- -------- ἔνδοθεν ἔνδοθεν ἔνδοθεν ἔνδοθεν grc RWB
1AAJn.2.3 RA ----GSM- τοῦ τοῦ τοῦ ὁ grc RWB
1AAJn.2.3 N- ----GSM- οὐρανοῦ οὐρανοῦ οὐρανοῦ οὐρανός grc RWB
1AAJn.2.3 N- ----NSF- ὀσμὴ ὀσμὴ ὀσμή ὀσμή grc RWB
1AAJn.2.3 N- ----GPN- ἀρωμάτων ἀρωμάτων ἀρωμάτων ἄρωμα grc RWB
1AAJn.2.3 N- ----GSF- εὐωδίας εὐωδίας εὐωδίας εὐωδία grc RWB
1AAJn.2.3 A- ----GSF- πολλῆς, πολλῆς πολλῆς πολύς grc RWB
1AAJn.2.3 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.2.3 V- 1AAI-S-- εἶδον εἶδον εἶδον εἶδον grc RWB
1AAJn.2.3 N- ----ASF- φωτοχυσίαν φωτοχυσίαν φωτοχυσίαν φωτοχύσις grc RWB
1AAJn.2.3 A- ----ASF- πολλὴν πολλὴν πολλήν πολύς grc RWB
1AAJn.2.3 D- -------- σφόδρα σφόδρα σφόδρα σφόδρα grc RWB
1AAJn.2.3 P- -------- παρὰ παρὰ παρά παρά grc RWB
1AAJn.2.3 RA ----ASM- τὸν τὸν τόν ὁ grc RWB
1AAJn.2.3 N- ----ASM- ἥλιον ἥλιον ἥλιον ἥλιος grc RWB
1AAJn.2.3 A- None φωτεινοτέραν. φωτεινοτέραν φωτεινοτέραν φωτεινός grc RWB
1AAJn.3.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.3.1 D- -------- πάλιν πάλιν πάλιν πάλιν grc RWB
1AAJn.3.1 V- 1AAI-S-- ἤκουσα ἤκουσα ἤκουσα ἀκούω grc RWB
1AAJn.3.1 N- ----GSF- φωνῆς φωνῆς φωνῆς φωνή grc RWB
1AAJn.3.1 V- -PAPGSF- λεγούσης λεγούσης λεγούσης λέγω grc RWB
1AAJn.3.1 RP 1---DS-- μοι· μοι μοι ἐγώ grc RWB
1AAJn.3.1 V- 2AAD-S-- θεώρησον, θεώρησον θεώρησον θεωρέω grc RWB
1AAJn.3.1 A- ----VSM- δίκαιε δίκαιε δίκαιε δίκαιος grc RWB
1AAJn.3.1 N- ----VSM- Ἰωάννη. Ἰωάννη ἰωάννη Ἰωάννης grc RWB
1AAJn.3.2 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.3.2 V- 1AAI-S-- ἀνέτεινα ἀνέτεινα ἀνέτεινα ἀνατείνω grc RWB
1AAJn.3.2 RA ----ASN- τὸ τὸ τό ὁ grc RWB
1AAJn.3.2 N- ----ASN- ὄμμα, ὄμμα ὄμμα ὄμμα grc RWB
1AAJn.3.2 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.3.2 V- 1AAI-S-- εἶδον εἶδον εἶδον εἶδον grc RWB
1AAJn.3.2 N- ----ASN- βιβλίον βιβλίον βιβλίον βιβλίον grc RWB
1AAJn.3.2 V- -PUPASN- κείμενον, κείμενον κείμενον κεῖμαι grc RWB
1AAJn.3.2 C- -------- ὡς ὡς ὡς ὡς grc RWB
1AAJn.3.2 V- -PAN---- νομίζειν νομίζειν νομίζειν νομίζω grc RWB
1AAJn.3.2 RP 1---AS-- με, με με ἐγώ grc RWB
1AAJn.3.2 NU -------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά grc RWB
1AAJn.3.2 N- ----GPN- ὀρέων ὀρέων ὀρέων ὄρος grc RWB
1AAJn.3.2 RA ----ASN- τὸ τὸ τό ὁ grc RWB
1AAJn.3.2 N- ----NSN- πάχος πάχος πάχος πάχος grc RWB
1AAJn.3.2 RP 3---GSM- αὐτοῦ· αὐτοῦ αὐτοῦ αὐτός grc RWB
1AAJn.3.2 RA ----ASN- τὸ τὸ τό ὁ grc RWB
1AAJn.3.2 C- -------- δὲ δὲ δέ δέ grc RWB
1AAJn.3.2 N- ----NSN- μῆκος μῆκος μῆκος μῆκος grc RWB
1AAJn.3.2 RP 3---GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός grc RWB
1AAJn.3.2 N- ----NSM- νοῦς νοῦς νοῦς νοῦς grc RWB
1AAJn.3.2 N- ----GPM- ἀνθρώπων ἀνθρώπων ἀνθρώπων ἄνθρωπος grc RWB
1AAJn.3.2 D- -------- οὐ οὐ οὐ οὐ grc RWB
1AAJn.3.2 V- 3PUI-S-- δύναται δύναται δύναται δύναμαι grc RWB
1AAJn.3.2 V- -AAN---- καταλαβεῖν, καταλαβεῖν καταλαβεῖν καταλαμβάνω grc RWB
1AAJn.3.2 V- -PAPASM- ἔχοντα ἔχοντα ἔχοντα ἔχω grc RWB
1AAJn.3.2 N- ----APF- σφραγῖδας σφραγῖδας σφραγῖδας σφραγίς grc RWB
1AAJn.3.2 NU -------- ἑπτὰ. ἑπτὰ ἑπτά ἑπτά grc RWB
1AAJn.3.3 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.3.3 V- 1AAI-S-- εἶπον· εἶπον εἶπον εἶπον grc RWB
1AAJn.3.3 N- ----VSM- κύριε κύριε κύριε κύριος grc RWB
1AAJn.3.3 RA ----NSM- ὁ ὁ ὁ ὁ grc RWB
1AAJn.3.3 N- ----NSM- θεός θεός θεός θεός grc RWB
1AAJn.3.3 RP 1---GS-- μου, μου μου ἐγώ grc RWB
1AAJn.3.3 V- 2AAD-S-- ἀποκάλυψόν ἀποκάλυψόν ἀποκάλυψον ἀποκαλύπτω grc RWB
1AAJn.3.3 RP 1---DS-- μοι μοι μοι ἐγώ grc RWB
1AAJn.3.3 RI ----ASN- τί τί τί τίς grc RWB
1AAJn.3.3 V- 3PAI-S-- ἐστιν ἐστιν ἐστίν εἰμί grc RWB
1AAJn.3.3 V- -XPPNSN- γεγραμμένον γεγραμμένον γεγραμμένον γράφω grc RWB
1AAJn.3.3 P- -------- ἐν ἐν ἐν ἐν grc RWB
1AAJn.3.3 RA ----DSM- τῷ τῷ τῷ ὁ grc RWB
1AAJn.3.3 N- ----DSN- βιβλίῳ βιβλίῳ βιβλίῳ βιβλίον grc RWB
1AAJn.3.3 RD ----DSN- τούτῳ. τούτῳ τούτῳ οὗτος grc RWB
1AAJn.4.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.4.1 V- 1AAI-S-- ἤκουσα ἤκουσα ἤκουσα ἀκούω grc RWB
1AAJn.4.1 N- ----GSF- φωνῆς φωνῆς φωνῆς φωνή grc RWB
1AAJn.4.1 V- -PAPGSF- λεγούσης λεγούσης λεγούσης λέγω grc RWB
1AAJn.4.1 RP 1---DS-- μοι· μοι μοι ἐγώ grc RWB
1AAJn.4.1 V- 2AAD-S-- ἄκουσον, ἄκουσον ἄκουσον ἀκούω grc RWB
1AAJn.4.1 A- ----VSM- δίκαιε δίκαιε δίκαιε δίκαιος grc RWB
1AAJn.4.1 N- ----VSM- Ἰωάννη· Ἰωάννη ἰωάννη Ἰωάννης grc RWB
1AAJn.4.1 RD ----ASN- τοῦτο τοῦτο τοῦτο οὗτος grc RWB
1AAJn.4.1 RA ----ASN- τὸ τὸ τό ὁ grc RWB
1AAJn.4.1 N- ----ASN- βιβλίον βιβλίον βιβλίον βιβλίον grc RWB
1AAJn.4.1 RR ----ASN- ὃ ὃ ὅ ὅς grc RWB
1AAJn.4.1 V- 2XAI-S-- ἑώρακας, ἑώρακας ἑώρακας ὁράω grc RWB
1AAJn.4.1 V- -XPPAPN- γεγραμμένα γεγραμμένα γεγραμμένα γράφω grc RWB
1AAJn.4.1 V- 3PAI-P-- εἰσὶν εἰσὶν εἰσίν εἰμί grc RWB
1AAJn.4.1 RA ----APN- τὰ τὰ τά ὁ grc RWB
1AAJn.4.1 P- -------- ἐν ἐν ἐν ἐν grc RWB
1AAJn.4.1 RA ----DSM- τῷ τῷ τῷ ὁ grc RWB
1AAJn.4.1 N- ----DSM- οὐρανῷ οὐρανῷ οὐρανῷ οὐρανός grc RWB
1AAJn.4.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.4.1 RA ----APN- τὰ τὰ τά ὁ grc RWB
1AAJn.4.1 P- -------- ἐν ἐν ἐν ἐν grc RWB
1AAJn.4.1 RA ----DSF- τῇ τῇ τῇ ὁ grc RWB
1AAJn.4.1 N- ----DSF- γῇ γῇ γῇ γῆ grc RWB
1AAJn.4.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.4.1 RA ----APN- τὰ τὰ τά ὁ grc RWB
1AAJn.4.1 P- -------- ἐν ἐν ἐν ἐν grc RWB
1AAJn.4.1 RA ----DSF- τῇ τῇ τῇ ὁ grc RWB
1AAJn.4.1 N- ----DSF- ἀβύσσῳ, ἀβύσσῳ ἀβύσσῳ ἄβυσσος grc RWB
1AAJn.4.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.4.1 A- ----GSF- πάσης πάσης πάσης πᾶς grc RWB
1AAJn.4.1 N- ----GSF- φύσεως φύσεως φύσεως φύσις grc RWB
1AAJn.4.1 A- ----GSF- ἀνθρωπίνης ἀνθρωπίνης ἀνθρωπίνης ἀνθρώπινος grc RWB
1AAJn.4.1 N- ----NPN- κρίματα κρίματα κρίματα κρίμα grc RWB
1AAJn.4.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.4.1 N- ----NSF- δικαιοσύνη. δικαιοσύνη δικαιοσύνη δικαιοσύνη grc RWB
1AAJn.5.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.5.1 V- 1AAI-S-- εἶπον· εἶπον εἶπον εἶπον grc RWB
1AAJn.5.1 N- ----VSM- κύριε, κύριε κύριε κύριος grc RWB
1AAJn.5.1 D- -------- πότε πότε πότε πότε grc RWB
1AAJn.5.1 V- 3PAI-P-- μέλλουσιν μέλλουσιν μέλλουσιν μέλλω grc RWB
1AAJn.5.1 RD ----APN- ταῦτα ταῦτα ταῦτα οὗτος grc RWB
1AAJn.5.1 V- -AMN---- γενέσθαι, γενέσθαι γενέσθαι γίνομαι grc RWB
1AAJn.5.1 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.5.1 RI ----ASN- τί τί τί τίς grc RWB
1AAJn.5.1 V- 3PAI-P-- διαφέρουσιν διαφέρουσιν διαφέρουσιν διαφέρω grc RWB
1AAJn.5.1 RA ----NPM- οἱ οἱ οἱ ὁ grc RWB
1AAJn.5.1 N- ----NPM- καιροὶ καιροὶ καιροί καιρός grc RWB
1AAJn.5.1 RD ----NPM- ἐκεῖνοι; ἐκεῖνοι ἐκεῖνοι ἐκεῖνος grc RWB
1AAJn.5.2 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.5.2 V- 1AAI-S-- ἤκουσα ἤκουσα ἤκουσα ἀκούω grc RWB
1AAJn.5.2 N- ----GSF- φωνῆς φωνῆς φωνῆς φωνή grc RWB
1AAJn.5.2 V- -PAPGSF- λεγούσης λεγούσης λεγούσης λέγω grc RWB
1AAJn.5.2 RP 1---DS-- μοι· μοι μοι ἐγώ grc RWB
1AAJn.5.2 V- 2AAD-S-- ἄκουσον, ἄκουσον ἄκουσον ἀκούω grc RWB
1AAJn.5.2 A- ----VSM- δίκαιε δίκαιε δίκαιε δίκαιος grc RWB
1AAJn.5.2 N- ----VSM- Ἰωάννη· Ἰωάννη ἰωάννη Ἰωάννης grc RWB
1AAJn.5.2 V- 3PAI-S-- μέλλει μέλλει μέλλει μέλλω grc RWB
1AAJn.5.2 RA ----DSM- τῷ τῷ τῷ ὁ grc RWB
1AAJn.5.2 N- ----DSM- καιρῷ καιρῷ καιρῷ καιρός grc RWB
1AAJn.5.2 RD ----DSM- ἐκείνῳ ἐκείνῳ ἐκείνῳ ἐκεῖνος grc RWB
1AAJn.5.2 V- -AMN---- γενέσθαι γενέσθαι γενέσθαι γίνομαι grc RWB
1AAJn.5.2 N- ----NSF- πλησμονὴ πλησμονὴ πλησμονή πλησμονή grc RWB
1AAJn.5.2 N- ----GSM- σίτου σίτου σίτου σῖτος grc RWB
1AAJn.5.2 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.5.2 N- ----GSM- οἴνου, οἴνου οἴνου οἶνος grc RWB
1AAJn.5.2 RR ----NSF- οἵα οἵα οἵα οἷος grc RWB
1AAJn.5.2 D- -------- οὐ οὐ οὐ οὐ grc RWB
1AAJn.5.2 V- 3XAI-S-- γέγονεν γέγονεν γέγονεν γίνομαι grc RWB
1AAJn.5.2 P- -------- ἐπὶ ἐπὶ ἐπί ἐπί grc RWB
1AAJn.5.2 RA ----GSF- τῆς τῆς τῆς ὁ grc RWB
1AAJn.5.2 N- ----GSF- γῆς γῆς γῆς γῆ grc RWB
1AAJn.5.2 C- -------- οὐδʼ οὐδʼ οὐδʼ οὐδέ grc RWB
1AAJn.5.2 D- -------- οὐ οὐ οὐ οὐ grc RWB
1AAJn.5.2 D- -------- μὴ μὴ μή μή grc RWB
1AAJn.5.2 V- 3AMS-S-- γένηται γένηται γένηται γίνομαι grc RWB
1AAJn.5.2 P- -------- ἕως ἕως ἕως ἕως grc RWB
1AAJn.5.2 RR ----GSM- οὗ οὗ οὗ ὅς grc RWB
1AAJn.5.2 V- 3AAS-P-- ἔλθωσιν ἔλθωσιν ἔλθωσιν ἔρχομαι grc RWB
1AAJn.5.2 RA ----NPM- οἱ οἱ οἱ ὁ grc RWB
1AAJn.5.2 N- ----NPM- καιροὶ καιροὶ καιροί καιρός grc RWB
1AAJn.5.2 RD ----NPM- ἐκεῖνοι. ἐκεῖνοι ἐκεῖνοι ἐκεῖνος grc RWB
1AAJn.5.3 D- -------- τότε τότε τότε τότε grc RWB
1AAJn.5.3 RA ----NSM- ὁ ὁ ὁ ὁ grc RWB
1AAJn.5.3 N- ----APM- στάχυς στάχυς στάχυς στάχυς grc RWB
1AAJn.5.3 RA ----GSM- τοῦ τοῦ τοῦ ὁ grc RWB
1AAJn.5.3 N- ----GSM- σίτου σίτου σίτου σῖτος grc RWB
1AAJn.5.3 V- 3PAI-S-- ἐκφυεῖ ἐκφυεῖ ἐκφυεῖ ἐκφύω grc RWB
1AAJn.5.3 N- ----ASN- ἡμιχοίνικον, ἡμιχοίνικον ἡμιχοίνικον ἡμιχοίνικος grc RWB
1AAJn.5.3 C- -------- καὶ καὶ καί καί grc RWB
1AAJn.5.3 RA ----NSM- ὁ ὁ ὁ ὁ grc RWB
